,country,year,iso_code,population,co2,co2_growth_abs,co2_including_luc,co2_per_capita,co2_per_gdp,co2_per_unit_energy,energy_per_capita,energy_per_gdp,primary_energy_consumption,total_ghg
467,Sweden,2010,SWE,9381722.0,53.12,5.881,57.913,5.662,0.133,0.085,66485.906,1.56,623.752,54.17
468,Sweden,2011,SWE,9467384.0,49.211,-3.909,53.428,5.198,0.124,0.08,64929.965,1.546,614.717,39.18
469,Sweden,2012,SWE,9555984.0,46.712,-2.499,50.943,4.888,0.118,0.072,68276.211,1.646,652.446,36.41
470,Sweden,2013,SWE,9648935.0,45.202,-1.51,49.471,4.685,0.113,0.074,63351.668,1.523,611.276,34.63
471,Sweden,2014,SWE,9747507.0,43.473,-1.729,48.233,4.46,0.106,0.071,62421.891,1.477,608.458,33.44
472,Sweden,2015,SWE,9849344.0,43.419,-0.055,48.341,4.408,0.101,0.069,63877.484,1.468,629.151,33.41
473,Sweden,2016,SWE,9953322.0,43.414,-0.005,48.409,4.362,0.098,0.07,62081.117,1.394,617.913,38.51
474,Sweden,2017,SWE,10058191.0,42.457,-0.958,48.27,4.221,0.093,0.067,63417.605,1.403,637.866,38.23
475,Sweden,2018,SWE,10162300.0,42.037,-0.42,47.317,4.137,0.091,0.067,61487.004,1.348,624.849,36.09
476,Sweden,2019,SWE,10267922.0,41.006,-1.031,46.415,3.994,,0.063,63283.469,,649.79,35.44
477,Sweden,2020,SWE,10368968.0,36.686,-4.32,42.195,3.538,,0.06,59395.523,,615.87,34.14
478,Sweden,2021,SWE,10467095.0,38.525,1.838,44.074,3.681,,0.061,60186.461,,629.977,
479,Sweden,2022,SWE,10549349.0,38.051,-0.474,43.668,3.607,,0.06,59926.805,,632.189,
480,Switzerland,2007,CHE,7541909.0,43.363,-2.005,43.258,5.75,0.103,0.124,46220.898,0.832,348.594,51.17
481,Switzerland,2008,CHE,7638288.0,44.706,1.343,44.445,5.853,0.102,0.124,47155.75,0.825,360.189,52.79
482,Switzerland,2009,CHE,7734402.0,43.53,-1.176,43.228,5.628,0.1,0.121,46436.273,0.826,359.157,51.35
483,Switzerland,2010,CHE,7822444.0,45.043,1.514,44.755,5.758,0.099,0.129,44714.965,0.767,349.78,52.92
484,Switzerland,2011,CHE,7910988.0,40.981,-4.062,40.645,5.18,0.087,0.123,41971.254,0.702,332.034,48.96
485,Switzerland,2012,CHE,7995738.0,42.249,1.268,41.891,5.284,0.088,0.12,43889.645,0.735,350.93,50.26
486,Switzerland,2013,CHE,8088370.0,43.182,0.934,43.017,5.339,0.089,0.12,44514.031,0.741,360.046,51.29
487,Switzerland,2014,CHE,8187792.0,39.229,-3.954,38.91,4.791,0.079,0.114,41980.578,0.693,343.728,47.48
488,Switzerland,2015,CHE,8281735.0,38.726,-0.503,38.428,4.676,0.077,0.115,40582.914,0.672,336.097,46.7
489,Switzerland,2016,CHE,8372902.0,39.179,0.453,38.783,4.679,0.077,0.124,37755.191,0.622,316.121,47.18
490,Switzerland,2017,CHE,8451688.0,38.172,-1.007,37.756,4.517,0.074,0.12,37489.188,0.612,316.847,46.2
491,Switzerland,2018,CHE,8514431.0,36.867,-1.305,36.417,4.33,0.069,0.115,37794.062,0.605,321.795,44.96
492,Switzerland,2019,CHE,8575593.0,36.727,-0.14,36.197,4.283,,0.109,39156.449,,335.79,44.74
493,Switzerland,2020,CHE,8638609.0,34.235,-2.492,33.692,3.963,,0.111,35766.375,,308.972,42.25
494,Switzerland,2021,CHE,8691409.0,35.787,1.552,35.299,4.118,,0.12,34368.309,,298.709,
495,Switzerland,2022,CHE,8740471.0,35.38,-0.407,34.955,4.048,,0.121,33350.754,,291.501,
496,United Kingdom,2007,GBR,61260680.0,559.566,-8.279,577.295,9.134,0.247,0.215,42517.129,1.149,2604.628,671.69
497,United Kingdom,2008,GBR,61742152.0,544.932,-14.634,555.837,8.826,0.242,0.213,41451.902,1.137,2559.33,651.07
498,United Kingdom,2009,GBR,62243384.0,494.108,-50.825,501.791,7.938,0.23,0.203,39040.559,1.129,2430.017,594.77
499,United Kingdom,2010,GBR,62760048.0,511.905,17.797,518.709,8.157,0.234,0.206,39540.008,1.133,2481.533,607.41
500,United Kingdom,2011,GBR,63286360.0,469.713,-42.191,480.352,7.422,0.211,0.201,37007.074,1.054,2342.043,565.57
501,United Kingdom,2012,GBR,63808728.0,487.477,17.763,504.416,7.64,0.217,0.205,37292.91,1.057,2379.613,585.43
502,United Kingdom,2013,GBR,64302296.0,477.611,-9.866,493.449,7.428,0.208,0.201,36881.977,1.034,2371.596,567.81
503,United Kingdom,2014,GBR,64773504.0,438.807,-38.804,450.675,6.774,0.186,0.196,34583.77,0.948,2240.112,528.21
504,United Kingdom,2015,GBR,65224368.0,422.461,-16.346,442.195,6.477,0.175,0.186,34890.32,0.942,2275.699,512.98
505,United Kingdom,2016,GBR,65655204.0,399.43,-23.031,418.408,6.084,0.162,0.177,34296.684,0.915,2251.756,493.0
506,United Kingdom,2017,GBR,66064808.0,387.367,-12.063,399.686,5.863,0.155,0.172,34098.812,0.899,2252.731,476.57
507,United Kingdom,2018,GBR,66432996.0,379.73,-7.637,393.51,5.716,0.149,0.169,33771.496,0.883,2243.542,468.34
508,United Kingdom,2019,GBR,66778660.0,364.753,-14.976,378.681,5.462,,0.166,32893.762,,2196.601,452.15
509,United Kingdom,2020,GBR,67059472.0,326.263,-38.49,341.696,4.865,,0.165,29425.539,,1973.261,411.12
510,United Kingdom,2021,GBR,67281040.0,347.465,21.202,362.887,5.164,,0.174,29716.807,,1999.378,
511,United Kingdom,2022,GBR,67508936.0,318.654,-28.811,334.585,4.72,,0.157,30097.885,,2031.876,
512,United States,2007,USA,302743392.0,6130.123,77.437,6076.254,20.249,0.399,0.227,89395.141,1.761,27063.787,6397.65
513,United States,2008,USA,305694912.0,5915.119,-215.004,5912.461,19.35,0.386,0.224,86378.648,1.724,26405.514,6211.3
514,United States,2009,USA,308512032.0,5480.726,-434.393,5430.801,17.765,0.368,0.218,81376.18,1.686,25105.531,5793.39
515,United States,2010,USA,311182848.0,5679.715,198.99,5687.592,18.252,0.372,0.219,83397.477,1.699,25951.863,6063.3
516,United States,2011,USA,313876608.0,5546.116,-133.599,5466.796,17.67,0.358,0.216,81962.359,1.659,25726.066,5847.39
517,United States,2012,USA,316651328.0,5344.086,-202.03,5371.383,16.877,0.337,0.213,79102.344,1.58,25047.863,5628.8
518,United States,2013,USA,319375168.0,5480.157,136.071,5462.715,17.159,0.34,0.213,80556.516,1.597,25727.75,5769.63
519,United States,2014,USA,322033952.0,5528.681,48.524,5575.057,17.168,0.335,0.213,80725.086,1.577,25996.219,5816.48
520,United States,2015,USA,324607776.0,5376.473,-152.208,5402.494,16.563,0.318,0.209,79317.367,1.523,25747.033,5705.12
521,United States,2016,USA,327210208.0,5252.932,-123.541,5320.76,16.054,0.306,0.204,78613.539,1.499,25723.152,5783.0
522,United States,2017,USA,329791232.0,5212.162,-40.77,5357.28,15.804,0.296,0.202,78289.008,1.467,25819.029,5728.79
523,United States,2018,USA,332140032.0,5377.797,165.635,5486.095,16.191,0.296,0.201,80583.344,1.475,26764.953,5935.52
524,United States,2019,USA,334319680.0,5262.145,-115.652,5374.306,15.74,,0.198,79489.016,,26574.742,5819.48
525,United States,2020,USA,335942016.0,4714.628,-547.517,4829.357,14.034,,0.192,73236.141,,24603.098,5289.13
526,United States,2021,USA,336997632.0,5032.213,317.585,5159.809,14.932,,0.194,76988.75,,25945.025,
527,United States,2022,USA,338289856.0,5057.304,25.091,5199.053,14.95,,0.19,78754.273,,26641.771,
