,year,iso3c,country,pop,labor_force,gdp_ppp_c,gdp_ppp,gdp,gdp_c,hours_worked,total_hours,hours_per_employed,gdp_over_k_hours_worked,gdp_ppp_over_k_hours_worked,gdp_over_pop,gdp_ppp_over_pop,gdp_ppp_over_labor_force,gdp_ppp_over_pop_c,gdp_over_pop_c,gdp_ppp_over_k_hours_worked_c,continent,penn_hours_worked_over_pop,hours_worked_over_pop,hours_worked_over_pop_combined,hours_worked_over_pop_predicted,hours_worked_over_pop_modelled
14608,2014,LVA,Latvia,1993782.0,1006638.0,50688894959.1365,47483513479.8355,31386896487.0402,26243463733.7578,1695.3034247988,1486157232.0646,1695.303425,21119.499209001515,31950.531515343388,15742.391338190531,23815.80006231148,47170.39638860792,25423.489107202546,13162.654559905648,34107.35678937447,4.0,852.172174717457,745.3960523590844,745.3960523590844,767.898859519257,745.3960523590844
14640,2014,NLD,Netherlands,16865008.0,9031991.0,880134128412.903,830318571509.821,892167986713.708,750862107575.857,1425.5953008596,12438319001.225,1425.595301,71727.37623354426,66754.8863659186,52900.537415322186,49233.21539544014,91930.8457581303,52186.997386120594,44521.89453902761,70759.89354560066,4.0,737.5222091844976,737.5222710374641,737.5222710374641,747.4911678826754,737.5222710374641
14641,2014,NOR,Norway,5137232.0,2724239.0,322816033824.815,340765243535.079,501736471832.848,381081533533.12,1423.7037037037,3844000000.8,1423.703704,130524.57641218218,88648.606520333,97666.6951838749,66332.4614374198,125086.39790234226,62838.51572691578,74180.32386567708,83979.19712737555,4.0,728.5110645088915,748.2628779077917,748.2628779077917,774.7214610781226,748.2628779077917
14644,2014,NZL,New Zealand,4516500.0,2474895.0,182243689449.574,168435445919.777,201313497220.917,171650855837.794,1758.0,4073286000.0,1758.0,49422.8731350848,41351.24465106968,44572.89875366257,37293.35678507185,68057.61291682153,40350.64528939976,38005.28193021012,44741.19653016606,5.0,899.5888400304689,901.8678180006642,901.8678180006642,922.7334099428688,901.8678180006642
14654,2014,POL,Poland,38011735.0,18392967.0,1006862448644.24,962317685845.28,539080532037.142,457076270062.343,1822.29621732071,28666541789.627003,1822.296217,18805.216757335147,33569.367833321805,14181.950180309896,25316.331544594846,52319.87236454456,26488.20025300713,12024.6095070994,35123.26167673889,4.0,836.0730618101903,754.1497853130619,754.1497853130619,775.6767358000247,754.1497853130619
14658,2014,PRT,Portugal,10401062.0,5231791.0,316656174341.047,298951904406.531,229901964221.881,195883739714.001,1724.57552822348,7782986938.382136,1724.575528,29539.040222219766,38410.94772139945,22103.70097033178,28742.44037835089,57141.40805825978,30444.600209194698,18833.05182816918,40685.68749350502,4.0,816.7011470278327,748.2877170025654,748.2877170025654,767.898859519257,748.2877170025654
14685,2014,SVK,Slovak Republic,5418649.0,2723429.0,148558406101.049,157298385701.219,101437045019.899,84532913950.0738,1759.6139530009,3911883999.9979978,1759.613953,25930.48388447892,40210.391131562064,18719.98814093679,29029.07822618129,57757.47621884727,27416.13381878933,15600.367167180197,37976.17876734716,4.0,726.9466042170175,721.9297651495784,721.9297651495784,784.1383277804867,721.9297651495784
14686,2014,SVN,Slovenia,2061980.0,1013694.0,68238651529.0566,63653371400.3498,49997186439.0908,42175395368.8082,1681.74997584982,1566836000.13992,1681.749976,31909.6487664478,40625.42052561052,24247.17331840794,30870.02366674255,62793.47751920185,33093.75043844101,20453.833387718696,43551.87876903698,4.0,762.5224329677335,759.8696399285735,759.8696399285735,769.1258511221442,759.8696399285735
14687,2014,SWE,Sweden,9696110.0,5132084.0,477620645295.275,457507742235.106,581964017237.095,483402482698.498,1464.35975425907,6857450292.0066,1464.359754,84865.94761254959,66716.88787425857,60020.36045765724,47184.669133818206,89146.58104487495,49258.996163953896,49855.30101231298,69649.88807166628,4.0,791.2185201976898,707.2372623667223,707.2372623667223,735.659801536454,707.2372623667223
14715,2014,USA,United States,318386329.0,159540139.0,18244046204930.4,17550680174000.0,17550680174000.0,17726282036000.0,1830.35958333333,258155999931.91,1738.27207,67984.78508587476,67984.78508587476,55123.84978690464,55123.84978690464,110007.9283120093,57301.60042433982,55675.38685368617,70670.62632571919,2.0,817.8017981620916,810.8262711616302,810.8262711616302,818.264775891774,810.8262711616302
14744,2015,AUS,Australia,23815995.0,12554514.0,1132871644781.43,1101523317981.86,1350580336316.75,1350580336316.75,1751.0,20790385000.157856,1732.539386,64961.77614346706,52982.343423341925,56708.96119673984,46251.40868487166,87739.22415330933,47567.68066089323,56708.96119673984,54490.17152750314,5.0,869.0268271856219,872.9589085048874,872.9589085048874,899.4454898097136,872.9589085048874
14745,2015,AUT,Austria,8642699.0,4497039.0,456972845319.882,430975998137.236,381971148530.543,381971148530.543,1495.13010654131,6407439878.75278,1495.130107,59613.69217012371,67261.80913009617,44195.81759477485,49865.90394241845,95835.50379199204,52873.8586545571,44195.81759477485,71319.09997863806,4.0,791.3404850276412,741.3702454236553,741.3702454236553,767.3833916661207,741.3702454236553
14748,2015,BEL,Belgium,11274196.0,4989597.0,557581131065.091,520878052195.13,462335574841.484,462335574841.484,1575.45686873281,7274357001.233701,1575.456869,63556.89922326795,71604.68644950904,41008.29671947197,46200.90445430698,104392.81011976118,49456.39858177833,41008.29671947197,76650.22915022283,4.0,645.0968534908197,645.2217968566185,645.2217968566185,707.5787715252063,645.2217968566185
14766,2015,CAN,Canada,35702908.0,19690129.0,1696678616208.21,1594851775821.65,1556508816217.14,1556508816217.14,1710.0,31128541997.567684,1710.262191,50002.625125801336,51234.38726896583,43596.13553655461,44670.080538583854,80997.52804167254,47522.14066731511,43596.13553655461,54505.560085043006,2.0,871.6541191557419,871.8769349983392,871.8769349983392,850.9410654114133,871.8769349983392
14768,2015,CHE,Switzerland,8282396.0,4804656.0,557087157176.96,540550953723.454,694118186379.628,694118186379.628,1577.0,7724105276.680798,1576.619962,89863.89510707244,69982.33897139988,83806.44760038376,65265.04573355995,112505.65154372215,67261.59400938569,83806.44760038376,72123.1957905617,4.0,922.7323245662074,932.5930898113056,932.5930898113056,849.953922665585,932.5930898113056
14785,2015,CZE,Czechia,10546059.0,5309480.0,381434276021.797,357503876184.69,188033050459.881,188033050459.881,1751.47421425254,9075986998.69138,1751.474214,20717.64211286249,39390.08244902032,17829.698322366774,33899.28656616562,67333.12418253577,36168.41855538614,17829.698322366774,42026.75434382993,4.0,864.902404460673,860.6046105650821,860.6046105650821,763.9760880807097,860.6046105650821
14786,2015,DEU,Germany,81686611.0,42660629.0,4179029631006.81,3889081660716.44,3357585719351.56,3357585719351.56,1400.95176476045,60411842010.33,1400.951765,55578.27087572394,64376.14764422237,41103.256436376825,47609.78100458152,91163.25173537502,51159.29746438875,41103.256436376825,69175.6697352851,4.0,728.5173321453086,739.5562292372492,739.5562292372492,764.0446092223197,739.5562292372492
14789,2015,DNK,Denmark,5683483.0,2895364.0,300614454530.98,278748351517.934,302673070846.857,302673070846.857,1407.14910367558,3980822000.917792,1407.149104,76032.80698736961,70022.8122366857,53254.85637009154,49045.33919041089,96274.0268643024,52892.64602902481,53254.85637009154,75515.6735120717,4.0,700.4173579200451,700.4194436611831,700.4194436611831,732.2493581708434,700.4194436611831
14801,2015,ESP,Spain,46444832.0,23036096.0,1736760610926.34,1621825074465.2,1196156971279.69,1196156971279.69,1694.23718822333,31327800995.8704,1694.237188,38181.964046482746,51769.51534769349,25754.36102944005,34919.38725206714,70403.64280758337,37394.055186298014,25754.36102944005,55438.31854509284,4.0,666.2295581226009,674.5164025110565,674.5164025110565,763.9760880807097,674.5164025110565
14802,2015,EST,Estonia,1315407.0,682934.0,40828660880.2311,38378217195.5802,22890762090.1508,22890762090.1508,1763.30599479581,1098363304.2855,1763.305995,20840.79284225682,34941.27766818079,17402.037612807897,29175.92592678935,56196.08512034868,31038.80462870511,17402.037612807897,37172.27325505989,4.0,897.2262567670763,834.9988287165113,834.9988287165113,767.898859519257,834.9988287165113
14806,2015,FIN,Finland,5479531.0,2699822.0,246976655331.328,232867491858.974,234534382384.766,234534382384.766,1555.48033116489,3925721259.3778,1555.480331,59743.00437773264,59318.39691947,42801.9081167286,42497.70497857827,86252.90550968694,45072.59021462384,42801.9081167286,62912.42780962806,4.0,740.2275855380581,716.4338078163623,716.4338078163623,763.9760880807097,716.4338078163623
14808,2015,FRA,France,66548272.0,30494746.0,2884587185274.82,2718496736713.76,2439188643162.5,2439188643162.5,1519.48435617539,41620195995.196,1519.484356,58605.89035774946,65316.76922010511,36652.92230521778,40849.99737805002,89146.39711095675,43345.786428155785,36652.92230521778,69307.39071021609,4.0,624.8272951604258,625.4136244919478,625.4136244919478,692.8348610252581,625.4136244919478
14812,2015,GBR,United Kingdom,65116219.0,33614102.0,2909929545102.18,2773800052270.52,2934857946213.47,2934857946213.47,1525.12738239767,47713663525.32837,1525.127382,61509.800953672886,58134.29209429859,45071.07432348721,42597.68295623123,82518.93958882257,44688.24495326088,45071.07432348721,60987.34262057807,4.0,798.6578220213437,732.7462229545049,732.7462229545049,738.7525185837967,732.7462229545049
14820,2015,GRC,Greece,10820883.0,4788983.0,305802337733.101,289570760339.534,195683527003.375,195683527003.375,1934.9868080525,8364121731.616984,1934.986808,23395.585727031823,34620.58176950434,18083.877905654743,26760.36330302564,60466.02385924819,28260.386673906465,18083.877905654743,36561.20122895224,4.0,767.9030253812691,772.9611097002883,772.9611097002883,767.898859519257,772.9611097002883
14829,2015,HRV,Croatia,4203604.0,1896675.0,104783269334.129,98104624030.844,50742086222.907,50742086222.907,1824.34566817567,2852729999.6734548,1826.636845,17787.202514333752,34389.7333578971,12071.090955025022,23338.217403647915,51724.53057632119,24927.00771388765,12071.090955025022,36730.875107747066,4.0,733.903007963308,678.6390915208603,678.6390915208603,767.898859519257,678.6390915208603
14831,2015,HUN,Hungary,9843028.0,4587119.0,270916358651.763,263781871939.868,125174166987.372,125174166987.372,1745.9,7529956000.11792,1745.94558,16623.49248593375,35030.99778215665,12717.03859700206,26798.854167626872,57504.91145746775,27523.680584040096,12717.03859700206,35978.47831348821,4.0,765.1546528325667,765.0040211323101,765.0040211323101,768.653384536263,765.0040211323101
14843,2015,ISL,Iceland,330815.0,203751.0,17249664316.7094,16276450019.0689,17517210519.0912,17517210519.0912,1511.40166204986,272807999.991,1511.401662,64210.76551885978,59662.65659220354,52951.68151108989,49201.06409645542,79884.02520266845,52142.93280748878,52951.68151108989,63230.05306764637,4.0,815.4018235789097,824.6542629294319,824.6542629294319,801.4995048689248,824.6542629294319
14844,2015,ISR,Israel,8380100.0,3859942.0,315366791867.847,300546194180.572,303414276832.04,303414276832.04,1892.95275900397,7421244999.984453,1892.952759,40884.55196300292,40498.08275851311,36206.52221716208,35864.27300158375,77862.87829728323,37632.81964032016,36206.52221716208,42495.13280703005,3.0,922.7472617619236,885.5795276887452,885.5795276887452,866.7987467827211,885.5795276887452
14845,2015,ITA,Italy,60730582.0,25654398.0,2444274082066.12,2240921139199.72,1836637711060.55,1836637711060.55,1717.46897969506,42105813007.476006,1717.46898,43619.57601280492,53221.18204443264,30242.386135218498,36899.38520924631,87350.36928949649,40247.82904379412,30242.386135218498,58050.75136851371,4.0,693.0325301660602,693.3214143654346,693.3214143654346,757.7772118170673,693.3214143654346
14848,2015,JPN,Japan,127141000.0,66061546.0,5136824615194.47,5199915217476.25,4444930651964.18,4444930651964.18,1719.0,112625442000.0,1719.0,39466.48797137843,46169.987217242175,34960.63938433849,40898.80697396001,78713.19295912709,40402.58150552906,34960.63938433849,45609.80648754719,3.0,919.5012464365504,885.8310222508868,885.8310222508868,896.449031307123,885.8310222508868
14855,2015,KOR,"Korea, Rep.",51014947.0,27788180.0,1980846164069.89,1933588947770.48,1465773245547.15,1465773245547.15,2083.0,54378777991.9812,2077.293956,26954.876510157985,35557.78594464941,28732.231076259864,37902.40040375775,69583.14462373858,38828.74099761173,28732.231076259864,36426.82379442196,3.0,1065.9376979220842,1065.9381453827875,1065.9381453827875,1074.3308741269254,1065.9381453827875
14870,2015,LTU,Lithuania,2904910.0,1468508.0,89320742945.6501,83761417312.2384,41435533340.3883,41435533340.3883,1673.19846169924,2244317985.828308,1673.198462,18462.416467734063,37321.54616286456,14263.964577349489,28834.427680113466,57038.44807943737,30748.19631095287,14263.964577349489,39798.61299052263,4.0,875.6707841199855,772.5946710322551,772.5946710322551,767.898859519257,772.5946710322551
14871,2015,LUX,Luxembourg,569604.0,285050.0,64469334920.607,61437308583.9496,60071584216.1375,60071584216.1375,1519.45148418588,615740999.924676,1519.451484,97559.8250294947,99777.84261802492,105462.01258442269,107859.6859993076,215531.69122592383,113182.72856336508,105462.01258442269,104702.0336935393,4.0,1076.086475987001,1080.998377688141,1080.998377688141,1062.9036513231297,1080.998377688141
14872,2015,LVA,Latvia,1977527.0,1009906.0,52658290346.9335,49384358752.2535,27263090547.0617,27263090547.0617,1663.1809081539,1478567827.212,1663.180908,18438.85011245592,33400.130750425604,13786.456795311366,24972.78608699325,48899.95579019583,26628.354680837987,13786.456795311366,35614.38939614046,4.0,854.7895264355539,747.6852792462504,747.6852792462504,767.898859519257,747.6852792462504
14904,2015,NLD,Netherlands,16939923.0,9095975.0,897377449761.458,851884866008.706,765572770634.375,765572770634.375,1425.81357856494,12558566003.832,1425.813579,60960.20599810325,67832.97278915205,45193.403218797095,50288.59139493763,93655.14593088768,52974.11622009486,45193.403218797095,71455.40736797823,4.0,741.3590135883037,741.3590961323732,741.3590961323732,747.1637516928823,741.3590961323732
14905,2015,NOR,Norway,5188607.0,2762042.0,328811824264.339,315145024684.581,388159512245.53,388159512245.53,1426.56826568266,3866000000.86,1426.568266,100403.39166041985,81517.0782758604,74809.96580498967,60737.88681327782,114098.56355717292,63371.888498076456,74809.96580498967,85052.20491236268,4.0,726.1152210162161,745.094010947447,745.094010947447,767.0202081409399,745.094010947447
14908,2015,NZL,New Zealand,4609400.0,2535320.0,189053098638.363,172758850728.072,178064471137.921,178064471137.921,1753.0,4150578100.0,1753.0,42901.12530057463,41622.840617809845,38630.72658869289,37479.68298001301,68140.84641310446,41014.68708256238,38630.72658869289,45548.61854987453,5.0,897.4409690407257,900.4595175077017,900.4595175077017,921.3752814595164,900.4595175077017
14918,2015,POL,Poland,37986412.0,18332404.0,1050996236612.72,1018896775056.14,477111287969.227,477111287969.227,1829.15863821352,29211663448.86,1829.158638,16332.903766486688,34879.79302650438,12560.051419682042,26822.66424784052,55579.00508062881,27667.68908347332,12560.051419682042,35978.65073492539,4.0,852.5397294702424,769.0029647669804,769.0029647669804,776.8354867173634,769.0029647669804
14922,2015,PRT,Portugal,10358076.0,5204013.0,322330798791.347,307229815692.704,199394066525.44,199394066525.44,1731.73345253042,7924105764.106819,1731.733453,25162.97390030041,38771.54405035051,19250.106537685184,29660.89606725264,59037.09612037941,31118.790670327868,19250.106537685184,40677.24591100017,4.0,834.9601087485421,765.0171483687529,765.0171483687529,767.898859519257,765.0171483687529
14949,2015,SVK,Slovak Republic,5423801.0,2739138.0,156234688735.479,163007576065.817,88900883130.8374,88900883130.8374,1754.0885987675,3976689000.527103,1754.088599,22355.503062737305,40990.77801764499,16390.8821748507,30054.1218355572,59510.53801079646,28805.387353901628,16390.8821748507,39287.63066831989,4.0,738.2874645025463,733.1922761412343,733.1922761412343,784.1383277804867,733.1922761412343
14950,2015,SVN,Slovenia,2063531.0,1006923.0,69746781415.028,65265868522.9918,43107506024.3254,43107506024.3254,1687.30916172068,1592587000.263644,1687.309162,27067.598829570496,40981.03809222818,20890.16643041728,31628.24717583201,64817.13946646546,33799.72552630806,20890.16643041728,43794.64443919346,4.0,774.4717183663832,771.7775988166129,771.7775988166129,765.2333490399179,771.7775988166129
14951,2015,SWE,Sweden,9799186.0,5177181.0,499062380984.548,481170737701.317,505103781349.757,505103781349.757,1465.87117288071,6965966401.2133,1465.871173,72510.22360110442,69074.51313826448,51545.48360953216,49103.13343387063,92940.68291244154,50928.96297555205,51545.48360953216,71642.94977041859,4.0,795.2138871096604,710.871943977112,710.871943977112,735.659801536454,710.871943977112
14979,2015,USA,United States,320738994.0,160644681.0,18737797521903.6,18206020741000.0,18206020741000.0,18206020741000.0,1831.1175,263673999930.0,1746.18543,69047.46294982942,69047.46294982942,56762.72945159889,56762.72945159889,113330.99003134752,58420.70304025335,56762.72945159889,71064.25937664729,2.0,828.7979361030112,822.0827678034059,822.0827678034059,817.7035425667339,822.0827678034059
15008,2016,AUS,Australia,24190907.0,12728416.0,1163805248731.07,1143006683418.89,1206562910556.58,1387458580571.73,1739.0,21325656995.84791,1739.927712,56577.99479713553,53597.72426431844,49876.71237612463,47249.43481527543,89799.601413003,48109.20271534549,57354.54981376804,54573.00794801595,5.0,863.7615051229873,881.5567351752421,881.5567351752421,901.2171219529612,881.5567351752421
15009,2016,AUT,Austria,8736668.0,4579306.0,466064032926.316,460282766423.271,395837353031.51,389570224508.691,1507.17309625475,6543135776.85768,1507.173096,60496.58245386581,70345.89868228599,45307.5878620442,52684.01711307687,100513.65128761236,53345.74152598176,44590.251627816346,71229.46073879911,4.0,799.4076475040804,748.9280555078527,748.9280555078527,773.2384980453884,748.9280555078527
15012,2016,BEL,Belgium,11331422.0,4997187.0,564643935471.557,550677647305.861,476062757356.94,468191916732.07,1574.11319301848,7359293999.9136,1574.113193,64688.64504700167,74827.5102628494,42012.622719102685,48597.399982620096,110197.52658963152,49829.927388774064,41318.019638847625,76725.28580570176,4.0,649.3639712226742,649.4589999307766,649.4589999307766,709.6464421399544,649.4589999307766
15030,2016,CAN,Canada,36109487.0,19877599.0,1713669061092.82,1678092366067.54,1527994741907.43,1572095608554.66,1701.0,31229603596.6263,1701.487041,48927.766155587626,53734.02710269504,42315.603705680725,46472.34024863161,84421.28076270882,47457.58534572424,43536.91340324663,54873.22488070088,2.0,868.9827718127269,864.8586892587618,864.8586892587618,828.1830233837827,864.8586892587618
15032,2016,CHE,Switzerland,8373338.0,4886342.0,568611561634.219,563950610001.631,687895460902.713,708477337578.722,1577.0,7833601282.78032,1577.044162,87813.43804347463,71991.23233924313,82153.07454478883,67350.75187477574,115413.65913430353,67907.3938773544,84611.09984796052,72586.22708869936,4.0,925.8333709806216,935.5410330719149,935.5410330719149,842.3774989863567,935.5410330719149
15049,2016,CZE,Czechia,10566332.0,5354440.0,391112348862.469,381420338169.846,196272068576.338,192803983942.274,1774.04635487219,9339114000.672855,1774.046355,21016.13371056368,40841.16953089616,18575.23202719146,36097.70525569763,71234.40325596066,37014.95929358163,18247.01172954569,41878.95648712399,4.0,888.1363168487507,883.8558168220396,883.8558168220396,769.8311944599774,883.8558168220396
15050,2016,DEU,Germany,82348669.0,43567225.0,4272221986254.43,4165169650070.14,3469853463945.63,3432459876455.05,1395.59735232816,60933175985.672,1395.597352,56945.22577916407,68356.35239248895,42136.12079080027,50579.68392992654,95603.28090830069,51879.67259379056,41682.03224335113,70113.23334367164,4.0,728.4387024287793,739.9412367633046,739.9412367633046,769.8268824736707,739.9412367633046
15053,2016,DNK,Denmark,5728010.0,2939677.0,310372270416.481,297719080444.573,313115929314.339,312497708532.463,1412.04476904186,4061678999.879588,1412.044769,77090.2696455386,73299.50999411798,54663.998371919566,51976.00570609566,101276.11994262396,54185.00847877029,54556.06895456939,76414.77094218481,4.0,709.0886876447709,709.0907662311323,709.0907662311323,732.1343544493436,709.0907662311323
15065,2016,ESP,Spain,46484062.0,22977372.0,1789519475668.72,1734117178406.71,1233554967011.71,1232493518447.66,1701.45006195262,32132565000.8948,1701.450062,38389.55797575945,53967.592638758215,26537.1594894549,37305.62915105633,75470.64905450067,38497.48491577005,26514.32481196802,55691.77174678981,4.0,682.7673006329138,691.2598344115194,691.2598344115194,769.8311944599774,691.2598344115194
15066,2016,EST,Estonia,1315790.0,691074.0,42117035737.1515,41201006348.4063,24072829276.775,23613094924.4117,1766.71778771758,1103668602.1636,1766.717788,21811.646385140724,37330.958104305086,18295.342932211828,31312.752299687872,59618.80543676409,32008.934356661397,17945.94496417491,38160.94401397891,4.0,901.2980140098448,838.7878021292152,838.7878021292152,769.8311944599774,838.7878021292152
15070,2016,FIN,Finland,5495303.0,2694829.0,253920299689.414,246928408039.55,240771351298.84,241128217493.75,1554.67045169749,3941400529.9104,1554.670452,61087.76549647276,62649.91496440566,43814.026505697686,44934.44820777853,91630.45523094416,46206.78781304944,43878.96672735789,64423.87617357588,4.0,741.0510501597747,717.2307932629739,717.2307932629739,769.8997156015873,717.2307932629739
15072,2016,FRA,France,66724104.0,30508008.0,2916186811083.79,2864106383742.44,2472964344587.23,2465909086487.94,1522.06935829071,41958885991.986,1522.069358,58937.79794486339,68259.82902142526,37062.53357238383,42924.61362602097,93880.47832367293,43705.14755932564,36956.79580032937,69501.05423773099,4.0,628.2520196495785,628.8415051925763,628.8415051925763,692.8348610252581,628.8415051925763
15076,2016,GBR,United Kingdom,65611593.0,33939706.0,2972935520334.54,2903648401183.27,2699659680997.2,2998403672734.88,1541.27530613615,48928285503.44445,1541.275306,55175.84875944917,59344.98565208992,41146.077355524656,44255.11206812598,85553.13947572999,45311.1315302852,45699.296963188805,60761.0810341035,4.0,803.3998613550723,745.7262240751334,745.7262240751334,741.6304496036387,745.7262240751334
15084,2016,GRC,Greece,10775971.0,4774947.0,304312550410.314,296466369907.234,193148146586.938,194730209118.466,1942.72654348523,8683043482.110102,1942.726543,22244.29106970224,34143.14007733018,17923.96681347212,27511.801016097204,62087.887029371006,28239.919206381863,18070.780732285377,35046.76108524586,4.0,774.3061363498934,805.7782896882427,805.7782896882427,769.8311944599774,805.7782896882427
15093,2016,HRV,Croatia,4174349.0,1835203.0,108512882566.927,105444894354.899,52391038979.0338,52548179480.3454,1839.68491462771,2871795000.1904616,1834.405609,18243.307400270267,36717.41692840392,12550.708860000395,25260.20089716959,57456.80143008648,25995.162974376843,12588.35317323621,37785.73420447151,4.0,745.248824284027,687.962362560117,687.962362560117,769.8311944599774,687.962362560117
15095,2016,HUN,Hungary,9814023.0,4651601.0,276879232833.969,274222712840.714,128609822750.039,127929252772.234,1760.2,7873648000.99239,1760.160778,16334.210360156956,34827.91112914257,13104.699545745818,27941.92685718324,58952.32906707045,28212.61299611474,13035.352859090914,35165.30492588331,4.0,802.3895977708336,802.2854644820366,802.2854644820366,769.8379722972519,802.2854644820366
15107,2016,ISL,Iceland,335439.0,209633.0,18337029182.1567,17939410954.5851,20793168030.9524,18621440660.0019,1519.99470058294,286823000.0787,1519.994701,72494.77212513312,62545.2315527792,61987.926362028265,53480.39719467652,85575.31950878487,54665.76391581391,55513.64230158658,63931.51587259491,4.0,833.4923450748163,855.0675385947967,855.0675385947967,805.5255339724199,855.0675385947967
15108,2016,ISR,Israel,8546000.0,3933469.0,329626669996.251,326528612428.469,322102790386.835,317133700441.662,1916.94956898302,7691556000.06815,1916.949569,41877.45501482159,42452.86810959653,37690.47395118594,38208.35624016721,83012.88568143515,38570.87175242815,37109.02181624877,42855.65495373503,3.0,942.2789114545286,900.0182541619646,900.0182541619646,867.7861718192618,900.0182541619646
15109,2016,ITA,Italy,60627498.0,25932536.0,2475889856374.81,2420671363968.59,1877071687633.83,1860393935366.87,1721.6975133508,42781944991.283104,1721.697513,43875.32376137379,56581.6108749101,30960.731508891065,39926.95466285925,93344.95338090304,40837.73762814376,30685.64589894292,57872.30704165687,4.0,705.3584443021387,705.652491073986,705.652491073986,763.632318196335,705.652491073986
15112,2016,JPN,Japan,127076000.0,66669411.0,5175547373033.96,5158900389806.61,5003677627544.24,4478437728055.55,1714.0,113360532000.0,1714.0,44139.50375201344,45508.787748160976,39375.47316207813,40596.968662899446,77380.32048620634,40727.96887715981,35242.19937718806,45655.637652035366,3.0,924.6839426773228,892.0687777393056,892.0687777393056,902.3041376863908,892.0687777393056
15119,2016,KOR,"Korea, Rep.",51217803.0,28041851.0,2039219357482.86,2026967821102.36,1500111596236.37,1508967849304.8,2068.0,54464405993.089096,2062.334801,27542.971760799464,37216.376166106704,29288.8704389833,39575.45428300312,72283.66704831147,39814.65892792903,29461.784007111743,37441.32191107736,3.0,1063.3838143858532,1063.3881736998578,1063.3881736998578,1072.4619853013214,1063.3881736998578
15134,2016,LTU,Lithuania,2868231.0,1476945.0,91570579072.6829,88700533710.4277,43047309305.7375,42479223269.264,1694.33100105012,2324227354.248767,1694.331001,18521.126699178352,38163.44969362834,15008.313244553005,30925.17084935896,60056.7615655476,31925.80342123173,14810.251778627317,39398.28816887847,4.0,918.4461157867088,810.3347862319202,810.3347862319202,769.8311944599774,810.3347862319202
15135,2016,LUX,Luxembourg,582014.0,286784.0,67678741186.3037,65980119592.3436,62216885435.9505,63062062076.8293,1517.96800153286,633782000.19504,1517.968002,98167.6434748918,104105.3857194412,106899.29354955466,113365.17608226536,230069.0400871164,116283.6996812855,108351.45215893313,106785.52114997942,4.0,1081.3513068148725,1088.9463143413043,1088.9463143413043,1060.7546709513758,1088.9463143413043
15136,2016,LVA,Latvia,1959537.0,1004171.0,53905562377.4217,52362211192.1739,28083597512.4849,27908848130.1504,1663.83562339581,1474654184.993654,1663.835623,19044.192054156585,35508.12910919805,14331.751588505296,26721.7261996961,52144.71558347522,27509.336326602508,14242.5726741319,36554.7142685888,4.0,860.3538438600167,752.5523554766529,752.5523554766529,769.8311944599774,752.5523554766529
15168,2016,NLD,Netherlands,17030314.0,9128587.0,917045394441.436,890488127445.161,784060430240.101,782351934079.297,1437.30940400313,12853857999.972,1437.309404,60998.062234841,69277.88742081178,46039.10592841101,52288.415084135326,97549.3937282036,53847.8265545448,45938.7850440865,71343.98049546164,4.0,754.7634340922722,754.76341774861,754.76341774861,774.169969773781,754.76341774861
15169,2016,NOR,Norway,5234519.0,2769692.0,332641575269.002,310303329051.275,370956547619.048,392680500155.007,1429.88590357011,3885000001.168,1429.885904,95484.31081274706,79872.15674594192,70867.36099707498,59280.19920288283,112035.31983024647,63547.6870499471,75017.4944737056,85622.02707052651,4.0,723.184809397191,742.1885375080309,742.1885375080309,752.7250912608323,742.1885375080309
15172,2016,NZL,New Zealand,4714100.0,2643213.0,196240440031.016,188250863284.59,188838342527.975,184834051500.2,1754.0,4350797000.0,1754.0,43403.16096751354,43268.13300749035,40058.19616214654,39933.57444360323,71220.46663836399,41628.3999132424,39208.76763331283,45104.48086431428,5.0,914.7207407938088,922.9326912878386,922.9326912878386,914.2097844359612,922.9326912878386
15182,2016,POL,Poland,37970087.0,18371736.0,1082037503386.78,1069459264341.9,470024559638.496,491202812044.038,1831.36379757007,29484407738.660603,1831.363798,15941.46179922039,36272.02804347335,12378.811764073544,28165.83655291335,58212.20511452483,28497.103611766284,12936.57325683868,36698.634511419696,4.0,860.8697122559396,776.5167285147543,776.5167285147543,768.0476465327896,776.5167285147543
15186,2016,PRT,Portugal,10325452.0,5187357.0,328840222198.501,326364349265.682,206426152308.937,203420800578.641,1737.47606434054,8079018713.474976,1737.476064,25550.89419023616,40396.533395985294,19991.97248788111,31607.75424317328,62915.34383804354,31847.537734764635,19700.910001677505,40702.99053151457,4.0,853.9729424811632,782.4372931543312,782.4372931543312,769.8311944599774,782.4372931543312
15213,2016,SVK,Slovak Republic,5430798.0,2759104.0,159271814312.37,161498740048.57,89952699524.8965,90629072613.9167,1740.01152065295,4038652000.8055286,1740.011521,22272.95134786434,39988.2782711554,16563.440497123353,29737.57080424829,58533.0382793001,29327.51582960184,16687.984457149152,39436.87504657556,4.0,748.8250452790419,743.6571938056854,743.6571938056854,775.1798457053877,743.6571938056854
15214,2016,SVN,Slovenia,2065042.0,993963.0,71972995813.7254,70079356305.4272,44766722790.5838,44483434040.7344,1652.36149735068,1588234999.6629272,1652.361497,28186.46031606449,44124.04733575335,21678.35946706353,33936.04406371745,70504.99496000072,34853.04212394973,21541.176421949,45316.33909906299,4.0,771.4230387226248,769.1054223899209,769.1054223899209,771.0816775819111,769.1054223899209
